,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq,date
215,3.5,13,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2527629137039185,1,4,2014
216,8.100000381469727,12,38,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.091864109039306,1444,9,2014
217,3.75,18,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.3217558860778809,1,4,2014
218,3.25,9,29,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.178655028343201,841,0,2014
219,5.829999923706055,8,36,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.763016939163208,1296,225,2014
220,3.5,8,4,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,16,0,2014
221,3.3299999237060547,12,45,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2029722929000854,2025,16,2014
222,4.0,14,22,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943649291992,484,9,2014
223,3.5,12,20,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,400,16,2014
224,6.25,16,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.8325815200805664,25,0,2014
225,2.950000047683716,8,15,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0818052291870115,225,4,2014
226,5.710000038146973,13,10,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7422189712524414,100,4,2014
227,3.0,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986123085021973,9,0,2014
228,22.86000061035156,16,16,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3.1293885707855225,256,49,2014
229,9.0,12,38,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.1972246170043945,1444,1,2014
230,8.329999923706055,15,33,26,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.119863510131836,1089,676,2014
231,3.0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0986123085021973,4,0,2014
232,5.75,14,6,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7491998672485352,36,25,2014
233,6.760000228881836,12,19,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.9110229015350344,361,9,2014
234,10.0,12,29,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2.3025851249694824,841,0,2014
235,3.0,12,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0986123085021973,4,0,2014
236,3.5,18,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.2527629137039185,9,1,2014
237,3.25,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.178655028343201,16,0,2014
238,4.0,12,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3862943649291992,100,1,2014
239,2.9200000762939453,12,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.07158362865448,16,0,2014
240,3.059999942779541,12,14,10,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1.1184148788452148,196,100,2014
241,3.200000047683716,12,15,5,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.1631507873535156,225,25,2014
242,4.75,12,19,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5581445693969729,361,0,2014
243,3.0,14,17,0,0,1,1,4,1,0,1,0,0,0,0,0,1,0,0,1,0,1.0986123085021973,289,0,2014
244,18.15999984741211,16,29,7,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2.899221420288086,841,49,2014
245,3.5,12,2,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1.2527629137039185,4,0,2014
246,4.110000133514404,14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.4134230613708496,25,0,2014
247,1.9600000381469729,11,38,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6729444861412048,1444,9,2014
248,4.289999961853027,12,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.4562866687774658,9,0,2014
249,3.0,10,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085021973,2209,0,2014
250,6.449999809265137,12,7,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.86408007144928,49,36,2014
251,5.199999809265137,6,47,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.6486586332321167,2209,169,2014
252,4.5,13,23,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.504077434539795,529,4,2014
253,3.880000114440918,12,12,3,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1.355835199356079,144,9,2014
254,3.450000047683716,10,11,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1.2383742332458496,121,0,2014
255,10.90999984741211,12,25,23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2.3896796703338623,625,529,2014
256,4.099999904632568,14,6,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.4109869003295898,36,0,2014
257,3.0,13,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0986123085021973,9,1,2014
258,5.900000095367432,12,14,7,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1.774952411651611,196,49,2014
259,18.0,18,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.890371799468994,169,0,2014
260,4.0,12,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.3862943649291992,81,0,2014
261,3.0,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0986123085021973,1,0,2014
262,3.549999952316284,12,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266947627067566,36,0,2014
263,3.0,12,11,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0986123085021973,121,1,2014
264,8.75,12,47,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.169053792953491,2209,1936,2014
265,2.900000095367432,8,49,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0647107362747192,2401,36,2014
266,6.260000228881836,13,37,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.834180235862732,1369,289,2014
267,3.5,13,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.2527629137039185,4,0,2014
268,4.599999904632568,14,7,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.5260562896728516,49,0,2014
269,6.0,12,22,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7917594909667969,484,64,2014
270,2.890000104904175,10,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0612565279006958,64,0,2014
271,5.579999923706055,16,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.7191888093948364,1,1,2014
272,4.0,12,43,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943649291992,1849,36,2014
273,6.0,16,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.7917594909667969,4,4,2014
274,4.5,12,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1.504077434539795,4,1,2014
275,2.9200000762939453,14,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.07158362865448,1,9,2014
276,4.329999923706055,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.4655674695968628,1,0,2014
277,18.88999938964844,17,26,20,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.9386327266693115,676,400,2014
278,4.28000020980835,13,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.4539530277252195,1,1,2014
279,4.570000171661377,14,37,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5195132493972778,1369,49,2014
280,6.25,15,12,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,144,16,2014
281,2.950000047683716,14,41,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.0818052291870115,1681,529,2014
282,8.75,12,24,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.169053792953491,576,1,2014
283,8.5,8,38,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.140066146850586,1444,676,2014
284,3.75,12,18,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,1.3217558860778809,324,0,2014
285,3.150000095367432,12,26,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.14740252494812,676,1,2014
286,5.0,8,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.6094379425048828,2025,4,2014
287,6.460000038146973,12,27,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8656293153762815,729,0,2014
288,2.0,9,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6931471824645996,4,0,2014
289,4.789999961853027,12,41,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.5665303468704224,1681,64,2014
290,5.78000020980835,16,11,4,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1.7544037103652954,121,16,2014
291,3.180000066757202,12,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.1568812131881714,25,0,2014
292,4.679999828338623,16,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.5432981252670288,9,1,2014
293,4.099999904632568,12,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.4109869003295898,9,4,2014
294,2.9100000858306885,12,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0681531429290771,16,0,2014
295,6.0,13,21,13,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1.7917594909667969,441,169,2014
296,3.5999999046325684,10,34,26,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.280933856964111,1156,676,2014
297,3.950000047683716,6,49,6,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.37371563911438,2401,36,2014
298,7.0,12,6,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.945910096168518,36,25,2014
299,3.0,12,26,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085021973,676,81,2014
300,6.079999923706055,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.8050047159194944,81,0,2014
301,8.630000114440918,12,23,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.1552445888519287,529,81,2014
302,3.0,8,33,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,1089,4,2014
303,3.75,12,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.3217558860778809,25,4,2014
304,2.900000095367432,6,49,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0647107362747192,2401,49,2014
305,3.0,4,48,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,2304,0,2014
306,6.25,11,35,31,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8325815200805664,1225,961,2014
307,3.5,11,23,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2527629137039185,529,4,2014
308,3.0,7,26,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0986123085021973,676,1,2014
309,3.240000009536743,12,16,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1.1755733489990234,256,0,2014
310,8.020000457763672,18,23,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.081938505172729,529,9,2014
311,3.3299999237060547,12,36,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.2029722929000854,1296,64,2014
312,5.25,16,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.658228039741516,16,0,2014
313,6.25,12,10,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1.8325815200805664,100,0,2014
314,3.5,14,18,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.2527629137039185,324,4,2014
315,2.950000047683716,12,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0818052291870115,9,1,2014
316,3.0,10,7,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,49,0,2014
317,4.690000057220459,10,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5454325675964355,49,49,2014
318,3.7300000190734863,9,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3164082765579224,1089,4,2014
319,4.0,10,34,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862943649291992,1156,144,2014
320,4.0,12,8,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1.3862943649291992,64,0,2014
321,2.900000095367432,12,17,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0647107362747192,289,1,2014
322,3.049999952316284,12,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.1151416301727295,4,0,2014
323,5.050000190734863,10,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.619388222694397,25,0,2014
324,13.949999809265137,16,41,16,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.63547945022583,1681,256,2014
325,18.15999984741211,16,35,28,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.899221420288086,1225,784,2014
326,6.25,16,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.8325815200805664,121,16,2014
327,5.25,12,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.658228039741516,16,0,2014
328,4.789999961853027,12,12,3,0,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1.5665303468704224,144,9,2014
329,3.3499999046325684,7,35,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2089602947235107,1225,0,2014
330,3.0,8,33,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0986123085021973,1089,0,2014
331,8.430000305175781,16,8,6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.131796836853028,64,36,2014
332,5.699999809265137,16,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.7404661178588867,4,0,2014
333,11.979999542236328,18,8,10,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2.483238458633423,64,100,2014
334,3.5,13,29,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,841,1,2014
335,4.239999771118164,10,14,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4445632696151731,196,25,2014
336,7.0,16,26,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.945910096168518,676,9,2014
337,6.0,14,11,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7917594909667969,121,9,2014
338,12.220000267028809,16,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.5030739307403564,100,4,2014
339,4.5,12,13,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.504077434539795,169,0,2014
340,3.0,9,23,20,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,529,400,2014
341,2.900000095367432,11,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0647107362747192,1,4,2014
342,15.0,11,35,31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.70805025100708,1225,961,2014
343,4.0,12,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3862943649291992,25,4,2014
344,5.25,11,13,11,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.658228039741516,169,121,2014
345,4.0,12,22,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3862943649291992,484,9,2014
346,3.299999952316284,12,21,9,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.1939224004745483,441,81,2014
347,5.050000190734863,12,19,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1.619388222694397,361,0,2014
348,3.5799999237060547,12,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.2753627300262451,169,0,2014
349,5.0,14,15,5,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,225,25,2014
350,4.570000171661377,14,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.5195132493972778,9,0,2014
351,12.5,18,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.525728702545166,36,4,2014
352,3.450000047683716,12,6,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.2383742332458496,36,25,2014
353,4.630000114440918,12,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.5325568914413452,256,1,2014
354,10.0,12,31,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.3025851249694824,961,4,2014
355,2.9200000762939453,11,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.07158362865448,1,0,2014
356,4.510000228881836,12,5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.50629723072052,25,4,2014
357,6.5,17,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8718022108078003,9,0,2014
358,7.5,16,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.0149030685424805,121,0,2014
359,3.539999961853028,13,6,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.2641266584396362,36,49,2014
360,4.199999809265137,13,11,3,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.4350844621658323,121,9,2014
361,3.509999990463257,12,7,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.2556160688400269,49,4,2014
362,4.5,14,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.504077434539795,25,0,2014
363,3.3499999046325684,14,5,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.2089602947235107,25,16,2014
364,2.9100000858306885,11,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1.0681531429290771,4,4,2014
365,5.25,10,44,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.658228039741516,1936,49,2014
366,4.050000190734863,8,44,25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.398716926574707,1936,625,2014
367,3.75,14,13,0,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1.3217558860778809,169,0,2014
368,3.400000095367432,12,26,15,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.2237755060195925,676,225,2014
369,3.0,10,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0986123085021973,4,1,2014
370,6.289999961853027,17,10,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.8389610052108765,100,9,2014
371,2.539999961853028,9,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.9321640729904176,4,0,2014
372,4.5,12,35,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.504077434539795,1225,0,2014
373,3.130000114440918,12,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.1410330533981323,36,25,2014
374,6.360000133514404,14,8,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.850028395652771,64,1,2014
375,4.679999828338623,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.5432981252670288,1,0,2014
376,6.800000190734863,12,14,10,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.916922688484192,196,100,2014
377,8.529999732971191,10,14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1435892581939697,196,36,2014
378,4.170000076293945,0,22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.4279160499572754,484,100,2014
379,3.75,14,8,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.3217558860778809,64,16,2014
380,11.100000381469728,15,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,2.40694522857666,1,16,2014
381,3.259999990463257,16,15,5,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.181727170944214,225,25,2014
382,9.130000114440918,12,14,12,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2.2115657329559326,196,144,2014
383,4.5,11,37,10,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1.504077434539795,1369,100,2014
384,3.0,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,1,1,2014
385,8.75,12,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2.169053792953491,16,16,2014
386,4.139999866485596,13,29,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.4206957817077637,841,0,2014
387,2.869999885559082,12,45,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.054311990737915,2025,64,2014
388,3.3499999046325684,13,22,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1.2089602947235107,484,0,2014
389,6.079999923706055,16,42,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.8050047159194944,1764,100,2014
390,3.0,15,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0986123085021973,81,0,2014
391,4.199999809265137,16,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4350844621658323,64,0,2014
392,5.599999904632568,15,31,15,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.722766637802124,961,225,2014
393,10.0,12,24,24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.3025851249694824,576,576,2014
394,12.5,18,16,5,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.525728702545166,256,25,2014
395,3.759999990463257,6,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3244189023971558,36,0,2014
396,3.0999999046325684,6,14,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0,1.1314021348953247,196,0,2014
397,4.289999961853027,12,47,25,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1.4562866687774658,2209,625,2014
398,10.920000076293944,12,34,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.3905959129333496,1156,25,2014
399,7.5,16,6,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.0149030685424805,36,4,2014
400,4.050000190734863,9,7,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.398716926574707,49,16,2014
401,4.650000095367432,12,27,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1.5368672609329224,729,4,2014
402,5.0,11,24,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,576,25,2014
403,2.900000095367432,10,18,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0647107362747192,324,0,2014
404,8.0,12,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.079441547393799,144,9,2014
405,8.430000305175781,8,27,3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2.131796836853028,729,9,2014
406,2.9200000762939453,9,49,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.07158362865448,2401,0,2014
407,6.25,17,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.8325815200805664,16,0,2014
408,6.25,16,24,2,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1.8325815200805664,576,4,2014
409,5.110000133514404,11,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.6311994791030884,9,0,2014
410,4.0,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.3862943649291992,4,0,2014
411,4.440000057220459,8,29,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1.4906543493270874,841,121,2014
412,6.880000114440918,13,34,21,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.928618669509888,1156,441,2014
413,5.429999828338623,14,10,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.691939115524292,100,9,2014
414,3.0,13,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,25,0,2014
415,2.900000095367432,11,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0647107362747192,4,0,2014
416,6.25,7,39,21,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8325815200805664,1521,441,2014
417,4.340000152587891,16,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.4678744077682495,25,4,2014
418,3.25,12,14,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1.178655028343201,196,4,2014
419,7.260000228881836,13,8,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.982379913330078,64,4,2014
420,6.349999904632568,14,10,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.848454833030701,100,1,2014
421,5.630000114440918,16,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.7281094789505005,4,4,2014
422,8.75,14,9,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.169053792953491,81,9,2014
423,3.200000047683716,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1631507873535156,1,0,2014
424,3.0,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986123085021973,2025,1,2014
425,3.0,14,33,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,1089,9,2014
426,12.5,17,21,18,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2.525728702545166,441,324,2014
427,2.880000114440918,10,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0577902793884275,4,0,2014
428,3.3499999046325684,12,9,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2089602947235107,81,1,2014
429,6.5,12,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8718022108078003,1089,4,2014
430,10.380000114440918,18,16,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.33988094329834,256,4,2014
